时间戳,栋舍编号,温度,湿度,氨气浓度(ppm),CO2浓度(ppm),光照强度(lux),噪声(dB),通风能耗kWh,加热能耗kWh,降温能耗kWh
2026-06-13 18:41:50,2号栋,24.26,61.34,18.55,1324.91,6214.84,67.84,60.56,0,20.32
2026-06-13 18:56:50,2号栋,25.5,62.83,21.24,1527.92,5181.51,72.28,62.14,0,25.01
2026-06-13 19:11:50,2号栋,32.4,63.41,19.27,1844.72,5805.18,66.22,59.46,0,52.45
2026-06-13 19:26:50,2号栋,22.83,60.78,16.45,1493.7,5114.27,67.65,55.89,0,21.22
2026-06-13 19:41:50,2号栋,25.33,64.81,16.99,1905.43,5063.95,68.63,62.03,0,25.39
2026-06-13 19:56:50,2号栋,24.68,61.33,18.36,1328.09,4816.88,65.09,62.46,0,20.43
2026-06-13 20:11:50,2号栋,23.57,63.82,21.71,1582.55,4491.03,72.13,66.99,0,27.38
2026-06-13 20:26:50,2号栋,22.99,61.86,20.97,1462.68,4680.18,67.64,59.66,0,10.1
2026-06-13 20:41:50,2号栋,23.59,63.01,18.05,1599.52,4156.6,69.09,59.63,0,22.49
2026-06-13 20:56:50,2号栋,24.37,62.93,18.11,1688.57,4803.28,69.66,45.24,0,38.05
2026-06-13 21:11:50,2号栋,23.01,60.36,24.59,1649.38,3715.32,63.96,75.4,0,19.24
2026-06-13 21:26:50,2号栋,22.79,60.41,22.15,1743.66,3829.56,68.99,55.39,0,31.12
2026-06-13 21:41:50,2号栋,23.33,63.01,21.25,1687.81,3727.31,69.85,60.74,0,21.34
2026-06-13 21:56:50,2号栋,23.09,61.24,21.14,1552.3,3303.88,68.48,62.68,0,31.49
2026-06-13 22:11:50,2号栋,23.43,63.11,18.13,1465.78,2907.96,69.77,76.2,0,27.48
2026-06-13 22:26:50,2号栋,22.85,64.01,20.33,1676.26,2832.61,69.73,52.13,0,20.93
2026-06-13 22:41:50,2号栋,22.8,59.9,18.87,1300.81,3907.47,70.63,41.93,0,37.83
2026-06-13 22:56:50,2号栋,22.57,62.79,19.18,1594.76,3335.51,70.79,48.89,0,34.86
2026-06-13 23:11:50,2号栋,23.32,62.51,23.96,1483.22,3604.71,68.16,74.0,0,29.94
2026-06-13 23:26:50,2号栋,22.58,63.69,18.33,1306.46,2867.64,69.61,75.21,0,30.89
2026-06-13 23:41:50,2号栋,23.43,58.36,18.43,1531.29,3068.78,68.54,68.62,0,26.44
2026-06-13 23:56:50,2号栋,22.84,60.98,17.46,1566.28,3054.23,68.04,61.74,0,30.61
2026-06-14 00:11:50,2号栋,22.49,63.62,16.98,1444.82,4413.03,66.29,47.71,0,35.88
2026-06-14 00:26:50,2号栋,21.67,60.6,23.61,1280.02,2032.07,65.37,69.82,0,39.0
2026-06-14 00:41:50,2号栋,22.45,62.44,22.1,1946.48,2899.88,63.77,53.02,0,26.59
2026-06-14 00:56:50,2号栋,22.57,60.7,21.55,1843.9,2937.21,70.57,64.86,0,30.52
2026-06-14 01:11:50,2号栋,23.23,61.22,23.43,1301.33,2868.47,68.12,66.01,0,40.14
2026-06-14 01:26:50,2号栋,22.76,58.23,21.0,1740.0,2155.13,68.36,45.48,0,24.68
2026-06-14 01:41:50,2号栋,22.32,62.69,19.55,1331.89,3566.09,65.5,64.46,0,23.49
2026-06-14 01:56:50,2号栋,22.59,62.08,20.36,1856.4,3084.93,68.98,56.92,0,31.46
2026-06-14 02:11:50,2号栋,23.19,60.88,15.71,1655.3,3610.34,67.01,48.75,0,41.81
2026-06-14 02:26:50,2号栋,23.22,60.62,17.04,1424.65,4079.36,68.65,56.1,0,34.08
2026-06-14 02:41:50,2号栋,22.57,64.08,22.02,1495.69,3113.73,63.13,46.47,0,19.28
2026-06-14 02:56:50,2号栋,23.04,60.42,16.62,1532.78,3680.73,69.43,42.52,0,28.97
2026-06-14 03:11:50,2号栋,22.6,62.88,20.88,1409.4,3525.46,67.45,38.77,0,32.69
2026-06-14 03:26:50,2号栋,23.15,63.02,17.12,1465.19,3155.22,66.36,49.76,0,37.97
2026-06-14 03:41:50,2号栋,22.94,61.32,18.55,1335.12,3824.33,69.57,49.39,0,36.47
2026-06-14 03:56:50,2号栋,22.87,60.11,20.38,1456.32,3927.27,67.74,62.73,0,10.95
2026-06-14 04:11:50,2号栋,22.79,62.31,21.39,1406.91,4412.56,68.96,68.33,0,13.78
2026-06-14 04:26:50,2号栋,23.26,60.41,20.72,2088.7,4420.57,65.56,65.65,0,40.57
2026-06-14 04:41:50,2号栋,23.76,59.26,21.23,1721.72,4021.54,69.13,71.85,0,39.46
2026-06-14 04:56:50,2号栋,23.67,60.36,21.77,1346.98,4753.87,65.63,72.49,0,27.94
2026-06-14 05:11:50,2号栋,24.82,62.06,16.87,1873.94,6039.3,70.14,54.79,0,27.55
2026-06-14 05:26:50,2号栋,24.26,59.67,22.7,1617.88,3912.01,69.05,58.65,0,29.4
2026-06-14 05:41:50,2号栋,24.0,62.69,21.55,1645.62,5094.02,68.29,62.2,0,23.58
2026-06-14 05:56:50,2号栋,24.48,62.0,22.4,1840.08,4920.84,70.01,52.73,0,35.57
2026-06-14 06:11:50,2号栋,24.45,59.03,19.88,1054.1,5170.61,68.02,63.05,0,27.05
2026-06-14 06:26:50,2号栋,23.91,59.44,20.1,1705.37,6037.99,70.68,65.93,0,24.02
2026-06-14 06:41:50,2号栋,24.56,58.27,19.1,1811.43,6388.75,71.17,59.25,0,40.77
2026-06-14 06:56:50,2号栋,24.61,64.02,19.27,1730.46,6783.66,67.98,64.49,0,40.31
2026-06-14 07:11:50,2号栋,25.16,58.43,23.6,1495.06,6907.9,70.68,56.49,0,22.25
2026-06-14 07:26:50,2号栋,25.35,57.49,18.74,1638.02,6693.55,65.28,78.62,0,31.53
2026-06-14 07:41:50,2号栋,25.94,60.55,17.56,1642.85,6720.63,66.01,77.67,0,26.9
2026-06-14 07:56:50,2号栋,24.3,63.73,18.31,1467.44,5945.83,71.85,49.26,0,30.47
2026-06-14 08:11:50,2号栋,26.16,61.92,19.2,1248.68,7152.77,68.75,55.21,0,33.95
2026-06-14 08:26:50,2号栋,26.05,63.0,16.86,2028.34,7941.37,68.37,73.92,0,51.01
2026-06-14 08:41:50,2号栋,24.99,60.62,14.56,1627.54,7740.33,68.29,55.95,0,13.6
2026-06-14 08:56:50,2号栋,25.89,63.99,18.13,1677.02,6773.56,69.28,59.01,0,25.68
2026-06-14 09:11:50,2号栋,25.74,60.29,20.08,1326.58,7985.16,68.29,51.88,0,45.85
2026-06-14 09:26:50,2号栋,25.69,59.74,17.36,1948.71,8460.18,66.5,73.91,0,32.99
2026-06-14 09:41:50,2号栋,26.25,60.39,17.82,1656.56,7911.18,72.0,50.43,0,44.78
2026-06-14 09:56:50,2号栋,26.06,61.67,20.98,1462.96,8615.85,62.96,55.83,0,24.73
2026-06-14 10:11:50,2号栋,25.81,60.65,20.09,1729.54,8784.58,67.04,66.59,0,32.61
2026-06-14 10:26:50,2号栋,26.9,62.63,19.38,1409.56,8337.67,67.27,60.3,0,35.95
2026-06-14 10:41:50,2号栋,26.79,60.97,19.35,1617.67,8406.19,66.52,45.84,0,28.03
2026-06-14 10:56:50,2号栋,26.67,59.67,18.84,1682.3,8924.49,66.21,73.31,0,42.36
2026-06-14 11:11:50,2号栋,26.07,59.43,21.7,1559.64,7856.26,65.57,60.54,0,22.84
2026-06-14 11:26:50,2号栋,26.43,61.14,22.24,1530.92,9502.42,71.23,77.56,0,35.14
2026-06-14 11:41:50,2号栋,25.65,62.0,21.41,1572.8,9838.44,70.09,68.51,0,40.0
2026-06-14 11:56:50,2号栋,26.8,56.09,18.32,1828.44,8562.35,67.92,52.95,0,47.88
2026-06-14 12:11:50,2号栋,27.55,59.31,19.61,1452.91,9376.63,69.39,71.89,0,37.75
2026-06-14 12:26:50,2号栋,28.17,59.02,15.89,1510.39,8285.16,65.39,54.07,0,28.97
2026-06-14 12:41:50,2号栋,26.23,62.11,18.3,1553.11,9516.27,66.84,60.47,0,35.38
2026-06-14 12:56:50,2号栋,25.73,56.31,20.01,1687.41,10101.26,68.69,71.06,0,29.9
2026-06-14 13:11:50,2号栋,26.78,64.41,15.07,1671.73,10033.94,68.93,79.9,0,28.54
2026-06-14 13:26:50,2号栋,26.62,61.14,14.88,1355.37,8417.71,70.01,72.03,0,35.83
2026-06-14 13:41:50,2号栋,27.05,60.75,21.72,1590.77,8995.08,67.84,70.37,0,30.73
2026-06-14 13:56:50,2号栋,27.12,58.81,17.12,1726.5,8921.87,67.46,72.46,0,29.39
2026-06-14 14:11:50,2号栋,26.34,63.87,22.39,1903.49,8523.08,70.83,53.68,0,25.42
2026-06-14 14:26:50,2号栋,25.26,64.42,17.59,1563.7,8208.98,69.76,58.87,0,20.08
2026-06-14 14:41:50,2号栋,26.66,58.21,17.64,1167.63,7952.16,68.73,43.68,0,21.47
2026-06-14 14:56:50,2号栋,26.44,59.99,23.3,1955.79,8230.18,69.48,70.71,0,28.09
2026-06-14 15:11:50,2号栋,25.37,61.05,18.97,1501.86,8404.88,66.87,51.17,0,31.61
2026-06-14 15:26:50,2号栋,26.31,58.72,21.17,1234.91,7894.67,67.85,56.79,0,28.1
2026-06-14 15:41:50,2号栋,27.05,59.37,24.2,1676.44,8229.75,69.32,88.83,0,26.16
2026-06-14 15:56:50,2号栋,25.56,59.57,19.38,1243.86,8194.89,71.76,64.29,0,28.78
2026-06-14 16:11:50,2号栋,25.4,62.87,17.66,1958.29,8524.31,68.88,62.58,0,39.04
2026-06-14 16:26:50,2号栋,26.25,59.46,18.26,1324.54,7762.16,69.7,49.63,0,28.86
2026-06-14 16:41:50,2号栋,25.03,59.28,20.42,1442.31,7407.22,65.12,64.39,0,29.71
2026-06-14 16:56:50,2号栋,25.34,60.7,19.68,1426.04,6819.5,71.98,56.34,0,29.91
2026-06-14 17:11:50,2号栋,25.73,68.13,16.83,1678.98,6474.75,67.29,55.66,0,22.45
2026-06-14 17:26:50,2号栋,25.2,58.13,21.21,1600.01,7039.74,67.44,58.93,0,32.7
2026-06-14 17:41:50,2号栋,24.64,60.36,17.6,1410.9,5773.61,71.05,55.45,0,39.31
2026-06-14 17:56:50,2号栋,25.76,58.5,17.14,2101.11,7703.99,68.31,65.45,0,26.47
2026-06-14 18:11:50,2号栋,24.92,59.64,15.25,1324.7,6056.65,66.11,61.79,0,21.4
2026-06-14 18:26:50,2号栋,24.31,62.78,19.81,1587.08,6485.58,69.33,76.62,0,26.32
2026-06-14 18:41:50,2号栋,24.49,58.47,18.46,1781.96,6696.1,70.29,44.3,0,38.67
2026-06-14 18:56:50,2号栋,23.79,62.87,18.58,1729.52,5379.88,70.71,47.24,0,24.65
2026-06-14 19:11:50,2号栋,23.69,57.57,19.5,1950.23,6597.13,68.56,73.01,0,31.86
2026-06-14 19:26:50,2号栋,24.44,60.39,19.71,1696.51,4974.45,68.22,61.63,0,36.61
2026-06-14 19:41:50,2号栋,23.65,60.97,23.14,1821.82,5938.27,68.42,65.04,0,38.02
2026-06-14 19:56:50,2号栋,24.97,57.17,16.68,1850.9,5125.23,67.03,49.94,0,25.56
2026-06-14 20:11:50,2号栋,31.0,65.26,19.27,1577.42,4828.62,70.3,74.96,0,50.6
2026-06-14 20:26:50,2号栋,23.39,60.48,20.85,1483.53,4532.02,69.17,69.55,0,15.78
2026-06-14 20:41:50,2号栋,24.06,60.61,20.73,1744.4,5338.53,71.08,75.5,0,41.55
2026-06-14 20:56:50,2号栋,23.85,61.14,21.06,1735.43,4380.04,69.18,61.57,0,23.17
2026-06-14 21:11:50,2号栋,23.94,61.19,23.41,1263.91,3630.09,68.44,73.34,0,33.2
2026-06-14 21:26:50,2号栋,23.45,58.82,17.0,1653.51,3226.43,67.31,66.73,0,22.14
2026-06-14 21:41:50,2号栋,24.09,63.52,16.17,1402.54,2765.59,66.81,69.71,0,26.69
2026-06-14 21:56:50,2号栋,23.52,58.03,20.91,1477.99,3914.57,68.18,49.04,0,20.78
2026-06-14 22:11:50,2号栋,23.46,61.87,21.42,1653.94,3499.56,64.92,59.02,0,29.78
2026-06-14 22:26:50,2号栋,23.95,62.45,22.39,1708.52,3072.41,68.6,64.34,0,22.49
2026-06-14 22:41:50,2号栋,22.78,60.66,22.53,1172.86,4030.97,66.5,47.67,0,39.44
2026-06-14 22:56:50,2号栋,23.34,63.58,20.92,2000.98,3707.43,68.06,65.1,0,39.95
2026-06-14 23:11:50,2号栋,22.38,59.77,18.7,1168.09,3195.1,64.6,61.72,0,36.92
2026-06-14 23:26:50,2号栋,22.53,64.43,16.39,1827.26,3463.63,64.94,88.37,0,29.49
2026-06-14 23:41:50,2号栋,22.33,58.26,18.88,1563.53,3177.38,67.77,67.5,0,26.9
2026-06-14 23:56:50,2号栋,21.81,60.78,14.58,1659.76,2636.41,68.7,74.04,0,22.41
2026-06-15 00:11:50,2号栋,23.24,60.21,22.82,1515.98,2602.8,69.74,57.26,0,23.27
2026-06-15 00:26:50,2号栋,22.47,60.99,22.0,1202.19,3034.59,69.62,63.17,0,40.48
2026-06-15 00:41:50,2号栋,22.67,60.71,20.5,1608.87,2827.85,69.4,54.81,0,25.11
2026-06-15 00:56:50,2号栋,22.44,63.78,12.87,1668.13,3040.19,65.01,64.32,0,33.81
2026-06-15 01:11:50,2号栋,23.07,55.77,22.05,1441.46,3469.34,69.85,52.77,0,35.28
2026-06-15 01:26:50,2号栋,22.58,56.93,21.65,1434.0,2698.81,67.56,64.01,0,29.54
2026-06-15 01:41:50,2号栋,23.05,58.4,17.83,1565.81,4075.0,68.14,72.38,0,30.31
2026-06-15 01:56:50,2号栋,22.53,60.58,18.98,1709.74,3813.36,69.09,73.14,0,22.28
2026-06-15 02:11:50,2号栋,22.77,59.63,19.94,1517.22,3792.95,66.51,61.81,0,35.49
2026-06-15 02:26:50,2号栋,21.94,65.32,18.75,1184.0,3507.11,68.44,60.15,0,37.93
2026-06-15 02:41:50,2号栋,23.35,61.67,20.22,1568.14,4315.81,65.41,63.07,0,30.52
2026-06-15 02:56:50,2号栋,23.38,59.39,15.83,1620.37,3568.68,71.35,48.99,0,39.24
2026-06-15 03:11:50,2号栋,24.47,60.32,16.73,1507.61,3915.48,69.5,56.32,0,42.44
2026-06-15 03:26:50,2号栋,22.73,57.6,21.53,1134.09,3806.42,74.61,61.25,0,21.03
2026-06-15 03:41:50,2号栋,23.26,60.97,19.64,1721.46,3388.93,71.75,64.08,0,35.81
2026-06-15 03:56:50,2号栋,22.98,63.65,18.8,1644.52,3441.93,66.38,68.37,0,26.45
2026-06-15 04:11:50,2号栋,23.28,59.79,20.71,1463.2,4475.75,68.4,42.47,0,18.23
2026-06-15 04:26:50,2号栋,23.87,59.6,21.43,1782.37,4894.16,72.01,61.11,0,35.19
2026-06-15 04:41:50,2号栋,23.41,65.98,23.28,1591.39,4727.87,71.09,60.23,0,24.75
2026-06-15 04:56:50,2号栋,24.14,61.23,19.68,1422.16,3675.74,68.84,71.12,0,28.19
2026-06-15 05:11:50,2号栋,24.9,59.67,17.21,1575.56,5222.38,69.91,54.7,0,40.94
2026-06-15 05:26:50,2号栋,25.17,61.0,21.81,1377.71,5801.29,70.46,71.22,0,30.22
2026-06-15 05:41:50,2号栋,22.71,59.79,18.06,1393.36,5324.8,67.53,53.11,0,21.53
2026-06-15 05:56:50,2号栋,23.83,63.32,17.99,1486.02,5035.33,69.05,66.48,0,5.64
2026-06-15 06:11:50,2号栋,25.22,63.95,17.22,1394.55,5820.98,66.86,64.85,0,14.86
2026-06-15 06:26:50,2号栋,24.15,64.15,17.46,1837.7,6223.77,64.75,68.43,0,29.06
2026-06-15 06:41:50,2号栋,24.48,61.56,20.26,1730.53,6635.23,69.19,48.48,0,26.21
2026-06-15 06:56:50,2号栋,26.18,62.52,24.05,1868.1,6167.0,68.97,62.72,0,18.45
2026-06-15 07:11:50,2号栋,25.23,63.5,18.12,1671.4,7254.32,66.55,58.1,0,22.32
2026-06-15 07:26:50,2号栋,24.81,58.5,17.51,1872.9,6370.79,68.62,57.38,0,39.43
2026-06-15 07:41:50,2号栋,25.88,62.8,19.93,1542.8,6232.59,72.26,55.34,0,37.06
2026-06-15 07:56:50,2号栋,25.75,59.96,21.39,1741.85,7692.51,67.43,50.02,0,27.46
2026-06-15 08:11:50,2号栋,25.81,61.19,18.53,1207.17,7792.87,72.32,67.55,0,36.49
2026-06-15 08:26:50,2号栋,25.99,61.87,21.18,1668.08,7401.29,66.78,60.51,0,34.49
2026-06-15 08:41:50,2号栋,25.55,61.7,20.19,1755.65,8199.03,68.53,49.7,0,28.33
2026-06-15 08:56:50,2号栋,25.73,57.4,22.09,1617.49,7748.3,71.1,56.56,0,36.05
2026-06-15 09:11:50,2号栋,26.06,60.71,17.77,1922.13,7995.97,69.77,44.28,0,41.57
2026-06-15 09:26:50,2号栋,26.64,61.27,18.86,1669.01,9328.12,64.84,71.14,0,26.0
2026-06-15 09:41:50,2号栋,26.11,60.58,18.46,1586.92,7616.64,70.43,45.11,0,36.54
2026-06-15 09:56:50,2号栋,25.96,58.73,19.72,1277.62,8203.58,65.52,67.59,0,24.52
2026-06-15 10:11:50,2号栋,26.21,61.66,17.77,1577.42,7907.23,69.63,80.75,0,54.76
2026-06-15 10:26:50,2号栋,26.48,62.65,15.75,1889.56,9052.26,67.4,75.61,0,30.93
2026-06-15 10:41:50,2号栋,26.21,62.03,17.19,1793.33,8136.15,66.27,54.01,0,38.49
2026-06-15 10:56:50,2号栋,26.13,58.38,18.1,1582.6,8073.66,66.07,84.18,0,25.37
2026-06-15 11:11:50,2号栋,26.47,60.34,18.47,1713.28,9440.22,67.76,50.87,0,43.14
2026-06-15 11:26:50,2号栋,26.59,64.54,14.82,1628.09,9925.45,67.66,61.04,0,35.54
2026-06-15 11:41:50,2号栋,26.36,60.45,18.64,1463.53,9580.57,69.29,65.68,0,39.18
2026-06-15 11:56:50,2号栋,26.5,59.53,18.11,1589.37,8436.54,67.37,58.09,0,50.0
2026-06-15 12:11:50,2号栋,25.32,60.72,22.77,1613.38,9445.86,68.57,55.99,0,12.7
2026-06-15 12:26:50,2号栋,26.81,59.52,17.71,1489.21,9941.58,73.18,65.58,0,29.9
2026-06-15 12:41:50,2号栋,26.12,62.01,22.88,1539.54,7879.66,69.71,72.91,0,19.54
2026-06-15 12:56:50,2号栋,26.79,61.98,19.17,1430.86,9577.12,67.56,48.54,0,17.19
2026-06-15 13:11:50,2号栋,27.27,62.31,19.49,1500.95,8701.65,66.22,59.32,0,17.57
2026-06-15 13:26:50,2号栋,26.27,60.45,20.54,1581.02,9363.61,71.07,73.72,0,36.3
2026-06-15 13:41:50,2号栋,26.64,59.11,20.8,1924.96,9137.2,72.2,48.07,0,24.05
2026-06-15 13:56:50,2号栋,27.06,61.6,21.94,1585.92,8532.16,67.94,48.21,0,25.1
2026-06-15 14:11:50,2号栋,26.92,62.82,20.04,1244.79,8484.94,65.92,75.23,0,29.18
2026-06-15 14:26:50,2号栋,25.89,61.13,18.04,1885.76,8296.74,65.57,41.42,0,31.54
2026-06-15 14:41:50,2号栋,26.16,58.22,21.69,1722.46,8650.03,71.1,69.7,0,25.73
2026-06-15 14:56:50,2号栋,25.92,62.71,20.11,1622.96,8240.89,69.59,55.4,0,31.02
2026-06-15 15:11:50,2号栋,26.84,59.75,16.17,1378.5,8680.87,68.88,62.13,0,29.61
2026-06-15 15:26:50,2号栋,26.36,59.38,19.93,1442.76,7734.89,67.1,59.43,0,32.33
2026-06-15 15:41:50,2号栋,26.24,53.7,17.7,1510.7,8936.25,66.21,64.75,0,44.43
2026-06-15 15:56:50,2号栋,25.46,61.86,17.71,1488.08,7782.17,66.91,89.95,0,37.68
2026-06-15 16:11:50,2号栋,26.26,62.06,16.1,1668.0,8094.09,66.66,72.78,0,38.15
2026-06-15 16:26:50,2号栋,26.63,60.24,17.12,1516.68,8275.41,64.71,42.63,0,33.98
2026-06-15 16:41:50,2号栋,25.48,61.09,21.21,1478.5,6621.13,72.46,52.77,0,22.49
2026-06-15 16:56:50,2号栋,26.26,60.31,19.19,1685.57,8099.42,67.7,78.33,0,15.43
2026-06-15 17:11:50,2号栋,25.6,59.4,22.06,1617.42,6492.07,69.7,71.73,0,36.34
2026-06-15 17:26:50,2号栋,24.71,60.11,19.31,1580.76,7203.4,64.34,65.7,0,27.68
2026-06-15 17:41:50,2号栋,24.8,59.59,18.89,868.79,6477.88,66.62,67.73,0,23.56
2026-06-15 17:56:50,2号栋,25.11,64.16,21.3,1769.46,6578.59,69.46,60.22,0,28.66
2026-06-15 18:11:50,2号栋,24.91,59.88,22.3,1556.98,6355.28,71.28,72.77,0,18.73
2026-06-15 18:26:50,2号栋,24.93,62.78,21.1,1366.35,5717.58,70.36,54.85,0,27.6
2026-06-15 18:41:50,2号栋,25.49,60.98,17.86,1413.49,6212.46,65.7,60.27,0,33.65
2026-06-15 18:56:50,2号栋,25.35,62.41,17.89,1824.69,5896.35,65.9,60.96,0,42.21
2026-06-15 19:11:50,2号栋,24.27,61.1,22.59,1302.74,4620.88,65.14,65.86,0,31.33
2026-06-15 19:26:50,2号栋,24.96,61.56,18.51,1589.37,5322.53,65.03,89.58,0,34.16
2026-06-15 19:41:50,2号栋,24.29,62.31,20.73,1560.9,4948.06,69.57,66.0,0,23.52
2026-06-15 19:56:50,2号栋,24.9,61.66,20.78,1867.39,5274.62,69.0,70.55,0,24.2
2026-06-15 20:11:50,2号栋,23.73,61.33,17.4,2052.54,3830.93,65.77,75.01,0,35.71
2026-06-15 20:26:50,2号栋,23.19,62.29,22.25,1582.96,5833.99,64.92,68.53,0,39.33
2026-06-15 20:41:50,2号栋,24.15,60.67,18.73,1677.84,4942.45,69.58,72.48,0,21.85
2026-06-15 20:56:50,2号栋,23.59,59.19,18.54,1792.05,4588.57,73.58,63.73,0,30.48
2026-06-15 21:11:50,2号栋,31.34,59.8,19.2,1814.57,3965.47,66.78,56.42,0,39.08
2026-06-15 21:26:50,2号栋,23.33,63.46,16.63,1525.04,3980.64,64.7,53.33,0,24.56
2026-06-15 21:41:50,2号栋,22.89,61.46,18.99,1477.95,4122.46,71.82,77.84,0,14.62
2026-06-15 21:56:50,2号栋,23.58,60.72,19.63,1509.35,3967.28,68.67,56.0,0,22.83
2026-06-15 22:11:50,2号栋,22.75,61.54,20.51,1759.68,3180.97,68.94,71.0,0,39.32
2026-06-15 22:26:50,2号栋,22.94,60.63,19.7,1359.07,3331.26,69.86,67.89,0,27.84
2026-06-15 22:41:50,2号栋,23.08,59.43,20.72,1573.45,3290.09,67.65,60.91,0,26.42
2026-06-15 22:56:50,2号栋,23.3,60.28,22.5,1882.05,2982.29,68.51,55.14,0,27.39
2026-06-15 23:11:50,2号栋,23.77,60.46,20.04,1697.27,2625.74,66.66,49.83,0,22.91
2026-06-15 23:26:50,2号栋,21.35,62.16,23.42,1618.57,2417.92,67.08,56.08,0,21.86
2026-06-15 23:41:50,2号栋,23.2,62.7,17.0,1734.03,3889.47,72.18,90.25,0,22.78
2026-06-15 23:56:50,2号栋,24.18,60.37,18.13,1654.42,2835.03,69.17,48.89,0,28.09
2026-06-16 00:11:50,2号栋,23.35,60.96,19.6,1684.06,3608.38,65.06,67.52,0,27.85
2026-06-16 00:26:50,2号栋,22.79,63.19,16.93,1386.48,2055.34,67.27,74.7,0,29.04
2026-06-16 00:41:50,2号栋,22.03,60.1,16.34,1363.97,3217.46,66.02,72.14,0,29.43
2026-06-16 00:56:50,2号栋,22.75,60.52,20.86,1745.64,3190.58,69.5,59.25,0,34.34
2026-06-16 01:11:50,2号栋,22.6,61.08,18.77,1497.57,2781.5,69.31,74.41,0,39.37
2026-06-16 01:26:50,2号栋,22.14,63.65,18.68,1709.16,2672.95,68.65,64.21,0,18.12
2026-06-16 01:41:50,2号栋,23.08,63.77,18.97,1861.04,3031.21,70.07,39.35,0,49.35
2026-06-16 01:56:50,2号栋,23.52,60.51,15.37,1646.62,2404.1,69.26,65.88,0,22.47
2026-06-16 02:11:50,2号栋,23.53,62.69,21.27,1590.78,2720.3,70.33,59.06,0,18.88
2026-06-16 02:26:50,2号栋,23.65,65.27,19.23,2020.83,3473.72,67.61,55.52,0,43.1
2026-06-16 02:41:50,2号栋,22.58,62.55,18.2,1496.95,3943.19,67.61,57.24,0,39.06
2026-06-16 02:56:50,2号栋,23.77,62.36,18.01,1486.89,3468.02,69.01,52.01,0,35.78
2026-06-16 03:11:50,2号栋,23.33,57.64,17.46,1488.18,3872.05,72.15,64.05,0,23.27
2026-06-16 03:26:50,2号栋,23.4,60.37,19.96,1705.12,4513.1,68.32,78.09,0,37.26
2026-06-16 03:41:50,2号栋,22.94,65.49,19.97,1421.98,4734.94,72.53,61.14,0,25.97
2026-06-16 03:56:50,2号栋,23.2,62.5,21.87,1703.11,3959.34,71.37,58.47,0,38.25
2026-06-16 04:11:50,2号栋,23.56,61.94,19.09,1577.84,4345.88,71.06,54.45,0,24.08
2026-06-16 04:26:50,2号栋,24.76,63.03,14.55,1475.96,3628.58,66.47,31.0,0,28.9
2026-06-16 04:41:50,2号栋,23.13,61.19,16.07,1605.59,4327.12,71.37,75.68,0,36.28
2026-06-16 04:56:50,2号栋,23.54,65.05,16.21,1308.3,4492.69,72.88,59.75,0,28.53
2026-06-16 05:11:50,2号栋,23.47,62.97,21.22,1746.82,4949.07,66.96,48.8,0,30.67
2026-06-16 05:26:50,2号栋,23.65,58.72,18.47,1491.18,4994.69,69.3,62.61,0,27.69
2026-06-16 05:41:50,2号栋,24.28,59.09,19.53,1619.13,4512.16,70.36,53.32,0,30.72
2026-06-16 05:56:50,2号栋,24.77,62.93,19.38,1516.51,5737.44,69.72,56.2,0,23.64
2026-06-16 06:11:50,2号栋,23.67,61.38,19.15,1816.25,6225.63,71.04,54.86,0,39.11
2026-06-16 06:26:50,2号栋,24.44,62.63,16.4,1636.04,5053.76,67.84,66.62,0,25.83
2026-06-16 06:41:50,2号栋,24.18,62.77,19.11,1491.1,6067.05,73.64,73.62,0,39.3
2026-06-16 06:56:50,2号栋,24.92,61.41,14.52,1453.21,5805.82,64.62,50.89,0,14.15
2026-06-16 07:11:50,2号栋,25.2,62.71,21.53,1671.97,6346.83,64.51,45.03,0,20.25
2026-06-16 07:26:50,2号栋,24.78,60.76,17.29,1656.8,6712.39,68.39,73.79,0,20.56
2026-06-16 07:41:50,2号栋,25.43,61.05,18.65,1766.06,7268.03,66.48,60.89,0,33.11
2026-06-16 07:56:50,2号栋,25.09,62.25,19.88,1955.52,6063.39,68.13,53.46,0,35.0
2026-06-16 08:11:50,2号栋,24.9,61.77,18.06,1442.18,6834.38,67.44,73.29,0,29.8
2026-06-16 08:26:50,2号栋,26.02,64.4,19.84,1477.25,7791.25,67.28,57.96,0,19.88
2026-06-16 08:41:50,2号栋,26.17,60.3,19.68,1381.82,7775.6,66.85,61.67,0,39.36
2026-06-16 08:56:50,2号栋,26.1,61.03,15.78,2187.57,8430.56,69.82,55.52,0,31.29
2026-06-16 09:11:50,2号栋,25.85,63.6,19.84,1432.18,7948.35,70.61,78.92,0,43.92
2026-06-16 09:26:50,2号栋,26.5,60.57,12.83,1648.44,8182.81,68.65,63.79,0,22.38
2026-06-16 09:41:50,2号栋,26.4,62.34,20.68,1778.33,8485.75,67.55,62.49,0,33.52
2026-06-16 09:56:50,2号栋,26.17,63.07,20.6,2004.48,9286.96,68.53,24.72,0,42.24
2026-06-16 10:11:50,2号栋,26.17,59.47,18.52,1499.68,8970.28,65.25,52.31,0,35.08
2026-06-16 10:26:50,2号栋,26.75,62.36,17.74,1393.36,8410.82,68.85,78.23,0,17.12
2026-06-16 10:41:50,2号栋,26.33,58.41,16.01,1782.4,8936.45,69.27,72.37,0,28.81
